"A-4"|Yes|"80052753"|"130793809"
"A-6"|No |"80052753"|"130793810"
"A-7"|No |"80052753"|"130793811"
"A-4"|No |"80052755"|"130793812"
"A-6"|Yes|"80052755"|"130793813"
"A-6"|No |"80052756"|"130793814"
"A-7"|Yes|"80052756"|"130793815"
"A-2"|Yes|"80052757"|"130793816"
"A-6"|No |"80052757"|"130793817"
"A-7"|No |"80052757"|"130793818"
"A-1"|No |"80052759"|"130793819"
"A-2"|Yes|"80052759"|"130793820"
"A-4"|No |"80052759"|"130793821"
"A-2"|Yes|"80052760"|"130793822"
"A-4"|No |"80052760"|"130793823"
"A-1"|No |"80052761"|"130793824"
"A-2"|Yes|"80052761"|"130793825"
"A-4"|No |"80052762"|"130793826"
"A-4"|No |"80052763"|"130793827"
"A-6"|No |"80052763"|"130793828"
"A-7"|No |"80052763"|"130793829"
"A-2"|No |"80052764"|"130793830"
"A-4"|No |"80052764"|"130793831"
"A-6"|No |"80052764"|"130793832"
"A-1"|No |"80052766"|"130793833"
"A-2"|No |"80052766"|"130793834"
"A-4"|No |"80052766"|"130793835"
"A-4"|No |"80052767"|"130793836"
"A-2"|No |"80052768"|"130793837"
"A-4"|No |"80052768"|"130793838"
"A-2"|No |"80052769"|"130793839"
"A-4"|Yes|"80052769"|"130793840"
"A-6"|No |"80052769"|"130793841"
"A-7"|No |"80052769"|"130793842"
"A-2"|No |"80052770"|"130793843"
"A-4"|Yes|"80052770"|"130793844"
"A-1"|No |"80052771"|"130793845"
"A-2"|Yes|"80052771"|"130793846"
"A-4"|No |"80052771"|"130793847"
"A-7"|No |"80052771"|"130793848"
"A-1"|No |"80052772"|"130793851"
"A-2"|No |"80052772"|"130793849"
"A-4"|No |"80052772"|"130793850"
"A-1"|No |"80052774"|"130793852"
"A-2"|No |"80052774"|"130793853"
"A-2"|No |"80052775"|"130793854"
"A-4"|No |"80052775"|"130793855"
"A-1"|No |"80052777"|"130793856"
"A-2"|No |"80052777"|"130793857"
"A-4"|No |"80052777"|"130793858"
"A-1"|No |"80052778"|"130793859"
"A-2"|No |"80052778"|"130793860"
"A-4"|No |"80052779"|"130793861"
"A-1"|No |"80052781"|"130793862"
"A-2"|No |"80052781"|"130793863"
"A-4"|No |"80052781"|"130793864"
"A-4"|No |"80052782"|"130793865"
"A-6"|No |"80052782"|"130793866"
"A-1"|Yes|"80052784"|"130793867"
"A-2"|No |"80052784"|"130793868"
"A-4"|Yes|"80052785"|"130793869"
"A-2"|No |"80052786"|"130793870"
"A-4"|Yes|"80052786"|"130793871"
"A-2"|No |"80052787"|"130793872"
"A-4"|Yes|"80052787"|"130793873"
"A-6"|No |"80052787"|"130793874"
"A-7"|No |"80052787"|"130793875"
"A-2"|No |"80052788"|"130793876"
"A-4"|Yes|"80052788"|"130793877"
"A-6"|No |"80052788"|"130793878"
"A-7"|No |"80052788"|"130793879"
"A-4"|Yes|"80052789"|"130793880"
"A-1"|No |"80052790"|"130793881"
"A-2"|Yes|"80052790"|"130793882"
"A-4"|No |"80052790"|"130793883"
"A-7"|No |"80052790"|"130793884"
"A-2"|Yes|"80052792"|"130793886"
"A-1"|No |"80052792"|"130793885"
"A-4"|No |"80052792"|"130793887"
"A-6"|No |"80052792"|"130793888"
"A-4"|Yes|"80052793"|"130793889"
"A-2"|No |"80052794"|"130793890"
"A-4"|No |"80052794"|"130793891"
"A-6"|Yes|"80052794"|"130793892"
"A-7"|No |"80052794"|"130793893"
"A-2"|No |"80052795"|"130793894"
"A-4"|Yes|"80052795"|"130793895"
"A-4"|Yes|"80052796"|"130793896"
"A-6"|No |"80052796"|"130793897"
"A-4"|Yes|"80052797"|"130793898"
"A-6"|No |"80052797"|"130793899"
"A-4"|Yes|"80052799"|"130793900"
"A-2"|Yes|"80052800"|"130793902"
"A-1"|No |"80052800"|"130793901"
"A-4"|No |"80052800"|"130793903"
"A-4"|No |"80052801"|"130793904"
"A-6"|Yes|"80052801"|"130793905"
"A-7"|No |"80052801"|"130793906"
"A-6"|No |"80052802"|"130793907"
"A-7"|Yes|"80052802"|"130793908"
"A-4"|Yes|"80052803"|"130793909"
"A-6"|No |"80052803"|"130793910"
"A-7"|No |"80052803"|"130793911"
"A-4"|Yes|"80052804"|"130793912"
"A-6"|No |"80052804"|"130793913"
"A-7"|No |"80052804"|"130793914"
"A-2"|No |"80052805"|"130793916"
"A-1"|Yes|"80052805"|"130793915"
"A-4"|Yes|"80052806"|"130793917"
"A-4"|Yes|"80053513"|"130795485"
"A-6"|No |"80053513"|"130795486"
"A-2"|No |"80053514"|"130795487"
